age,cat0,cat1,cat2,cat3,region_iso
21,0,0,0,a,RU-IVA
53,0,0,0,a,RU-VGG
44,0,0,1,b,RU-KR
23,0,1,0,b,RU-KDA
21,0,0,0,a,RU-KGD
31,1,0,0,a,RU-UD
40,0,0,0,a,RU-TVE
47,0,1,0,a,RU-SAM
25,0,0,0,c,RU-SMO
18,0,0,0,a,RU-KEM
28,0,0,0,a,RU-IRK
17,1,0,0,a,RU-KO
31,0,0,0,c,RU-AD
23,0,1,0,a,RU-KK
62,0,1,1,c,RU-BU
31,0,0,0,a,RU-TUL
17,0,0,0,c,RU-SPE
34,0,0,0,a,RU-PNZ
18,0,0,0,a,RU-AD
32,0,1,0,a,RU-KO
29,0,0,0,a,RU-BU
30,0,0,0,a,RU-ARK
59,0,1,0,a,RU-AD
18,0,0,0,a,RU-KL
23,0,1,0,c,RU-VOR
60,0,0,0,a,RU-PSK
21,0,1,0,b,RU-DA
27,1,0,0,a,RU-KDA
31,1,0,0,c,RU-CHE
58,0,0,0,a,RU-TUL
51,0,0,0,b,RU-UD
26,0,1,0,a,RU-IVA
70,0,0,1,a,RU-SVE
38,0,0,0,b,RU-ULY
34,0,0,0,b,RU-SA
37,0,0,0,a,RU-ZAB
35,1,1,0,a,RU-SVE
43,0,0,0,a,RU-CU
21,0,1,0,a,RU-PNZ
19,0,0,0,a,RU-KYA
39,1,0,0,a,RU-UD
54,0,1,0,a,RU-PSK
19,0,1,0,a,RU-TYU
67,0,0,0,a,RU-KHM
29,1,0,0,a,RU-NGR
45,1,0,0,c,RU-KHA
32,0,1,0,a,RU-NVS
43,0,0,0,b,RU-SA
53,0,1,0,a,RU-MOW
28,0,0,0,c,RU-VOR
40,0,0,0,b,RU-TUL
61,0,0,0,a,RU-CE
32,0,1,0,a,RU-CHE
19,0,0,0,a,RU-YAN
63,0,1,0,a,RU-KAM
35,0,0,0,b,RU-VLA
62,0,0,1,b,RU-SA
38,1,0,0,a,RU-KC
24,0,0,0,c,RU-ROS
33,0,1,0,a,RU-TAM
24,0,1,0,c,RU-KLU
37,1,1,0,b,RU-MAG
37,0,1,0,a,RU-MOS
17,0,0,0,a,RU-ARK
26,0,1,1,a,RU-ZAB
44,0,1,0,a,RU-KIR
54,0,0,0,b,RU-KYA
20,0,1,1,a,RU-ULY
41,0,0,0,a,RU-KR
54,0,0,0,a,RU-LEN
39,0,1,0,c,RU-PER
52,0,0,0,a,RU-VOR
18,0,0,0,c,RU-SMO
60,0,1,0,b,RU-VOR
59,0,0,0,a,RU-NEN
45,0,1,0,c,RU-ULY
41,0,0,0,c,RU-TY
20,0,0,0,a,RU-SAR
57,1,1,1,c,RU-TY
65,0,0,0,a,RU-NEN
18,0,0,0,a,RU-SA
18,0,1,0,b,RU-YEV
37,0,1,0,a,RU-KGN
27,0,0,0,c,RU-AST
24,1,1,0,a,RU-TVE
58,1,1,0,a,RU-KO
24,0,1,0,c,RU-BRY
66,0,0,1,a,RU-NIZ
22,1,0,0,a,RU-PSK
23,0,0,0,b,RU-BU
56,1,0,0,a,RU-IRK
46,0,1,0,a,RU-ORE
29,0,0,0,a,RU-UD
55,0,0,0,c,RU-KOS
35,0,0,0,a,RU-NIZ
47,1,0,0,a,RU-KHM
66,0,0,0,a,RU-ORE
29,1,1,0,a,RU-MOW
48,0,1,0,a,RU-KAM
22,0,0,0,a,RU-MOW
54,0,1,0,b,RU-YEV
17,1,0,0,c,RU-CHU
32,0,0,0,b,RU-BU
23,0,1,1,a,RU-TUL
61,0,1,0,b,RU-TY
30,0,0,0,a,RU-IN
69,0,1,0,b,RU-CU
40,0,1,0,b,RU-LEN
56,0,0,0,a,RU-ORL
54,0,1,1,c,RU-YAR
19,0,0,0,a,RU-AL
21,0,1,0,a,RU-ORE
27,1,1,0,a,RU-MAG
27,0,0,0,c,RU-LIP
43,1,0,0,a,RU-NGR
67,0,0,0,b,RU-BEL
36,0,0,0,c,RU-ZAB
24,0,0,0,a,RU-SE
49,0,0,0,a,RU-MOS
29,0,0,0,b,RU-ME
64,0,0,0,a,RU-RYA
38,0,0,0,c,RU-PRI
27,1,0,0,a,RU-OMS
32,0,1,0,a,RU-MO
40,0,1,0,a,RU-PER
22,0,0,0,a,RU-AST
38,0,1,0,a,RU-TUL
69,0,0,0,a,RU-MUR
19,0,0,1,a,RU-YAR
39,0,0,0,a,RU-TY
56,0,0,0,c,RU-SMO
28,0,0,0,b,RU-KEM
58,0,0,0,b,RU-KGD
17,0,0,1,b,RU-NVS
17,0,1,0,a,RU-KGN
21,0,1,0,a,RU-YAR
22,0,1,0,a,RU-KLU
25,0,0,0,a,RU-SMO
31,0,0,0,a,RU-ULY
38,0,0,0,b,RU-OMS
25,0,0,0,a,RU-TUL
61,0,1,0,a,RU-CE
35,0,0,0,a,RU-KIR
58,1,0,0,b,RU-CE
45,0,0,0,a,RU-ORL
28,0,0,0,a,RU-YEV
60,1,0,0,a,RU-OMS
17,0,0,0,a,RU-TYU
35,0,0,0,b,RU-LEN
36,0,0,0,a,RU-MO
48,1,1,0,a,RU-ALT
27,0,0,0,a,RU-TUL
56,0,0,0,c,RU-DA
27,0,0,0,a,RU-MO
27,0,0,0,a,RU-KR
59,0,0,0,a,RU-SMO
21,0,0,0,b,RU-MOW
26,0,1,0,a,RU-TVE
48,0,1,0,a,RU-CHE
50,1,0,0,c,RU-KGD
26,1,0,0,c,RU-MUR
23,0,1,0,a,RU-STA
30,0,0,0,a,RU-SAM
39,0,0,0,a,RU-KHA
31,0,1,0,a,RU-YAN
42,0,0,0,c,RU-TYU
22,0,0,0,c,RU-MAG
21,0,0,0,a,RU-ZAB
57,0,0,0,a,RU-BRY
27,0,0,0,b,RU-VLA
38,0,0,0,a,RU-NEN
25,0,0,0,c,RU-ORL
54,0,1,0,a,RU-NIZ
58,0,0,0,c,RU-KLU
56,0,1,0,a,RU-SAK
52,1,0,0,a,RU-TY
54,0,0,0,a,RU-CE
39,0,0,0,b,RU-IRK
38,0,0,0,a,RU-CU
38,0,0,0,a,RU-KDA
33,0,0,0,a,RU-KGN
65,1,1,0,c,RU-STA
25,1,1,0,a,RU-ORE
22,0,0,0,a,RU-PER
33,0,0,0,c,RU-LEN
53,0,0,0,a,RU-KGD
50,0,1,0,a,RU-BA
45,0,0,0,a,RU-KIR
26,0,0,1,a,RU-TVE
21,0,1,1,a,RU-TVE
50,0,1,0,a,RU-SAM
57,0,1,0,c,RU-YAR
56,0,1,0,a,RU-LIP
30,1,0,0,a,RU-YEV
25,0,1,0,c,RU-PER
60,1,1,0,a,RU-BU
36,0,0,0,a,RU-SE
20,0,0,0,a,RU-BRY
51,0,0,0,a,RU-ROS
53,0,0,0,c,RU-KGN
34,0,0,0,a,RU-ULY
26,0,0,0,c,RU-AST
28,0,1,0,a,RU-TYU
60,0,1,0,a,RU-MOW
41,0,1,0,b,RU-MOS
50,1,0,0,a,RU-ZAB
31,0,1,0,b,RU-TYU
53,0,0,0,b,RU-SAR
36,0,0,0,a,RU-KHA
63,0,0,0,a,RU-TUL
54,0,0,0,a,RU-KO
43,1,1,0,a,RU-IVA
40,1,0,1,a,RU-KLU
36,0,1,0,c,RU-MAG
36,1,0,0,c,RU-KHA
19,1,0,0,a,RU-ORE
19,0,0,0,a,RU-MO
44,0,1,0,b,RU-KR
20,0,0,0,a,RU-TOM
24,0,0,1,a,RU-KYA
20,1,0,0,c,RU-AMU
37,1,1,0,a,RU-TYU
62,0,1,1,a,RU-YAR
31,1,1,1,a,RU-LEN
44,0,0,1,b,RU-VLG
57,1,1,0,a,RU-TA
42,0,0,0,a,RU-KRS
40,0,0,1,a,RU-AST
21,1,0,0,b,RU-VLG
24,0,0,0,a,RU-TYU
47,1,1,0,a,RU-KL
28,0,0,0,b,RU-SAR
31,1,0,0,b,RU-RYA
20,0,0,0,a,RU-TOM
55,0,0,0,b,RU-SAK
20,0,0,0,a,RU-ALT
51,0,0,0,a,RU-KR
50,0,0,0,a,RU-PER
41,0,0,0,a,RU-ARK
38,0,0,1,b,RU-CHU
32,1,0,0,a,RU-KB
23,1,0,1,b,RU-KHA
36,1,0,0,a,RU-KOS
25,1,0,0,a,RU-SAM
41,0,0,0,a,RU-BU
20,0,0,0,a,RU-KEM
60,0,0,0,b,RU-MOW
25,0,1,1,b,RU-ALT
24,0,0,0,b,RU-LIP
42,0,0,1,a,RU-KL
26,0,0,1,a,RU-IN
33,0,0,0,c,RU-VOR
62,0,0,0,c,RU-BA
49,0,0,0,a,RU-LIP
32,0,0,0,a,RU-CU
49,0,0,0,c,RU-MUR
37,0,0,0,b,RU-VLG
64,0,1,0,a,RU-AST
33,0,0,0,b,RU-ZAB
39,0,0,0,b,RU-KGN
43,0,0,0,b,RU-SA
46,0,0,0,c,RU-VLG
41,1,0,0,c,RU-KR
39,0,1,1,a,RU-IVA
55,0,0,0,a,RU-KIR
36,1,0,0,a,RU-SVE
26,0,1,0,a,RU-PNZ
53,0,0,0,c,RU-CU
61,0,1,0,b,RU-SVE
24,0,0,0,a,RU-MUR
45,0,0,0,c,RU-ULY
37,0,0,1,a,RU-SE
44,0,0,0,a,RU-TOM
46,0,0,0,a,RU-TY
32,0,0,0,b,RU-PER
25,0,0,0,a,RU-TUL
47,0,1,0,a,RU-CHE
27,0,0,0,a,RU-TUL
52,0,0,0,c,RU-AD
34,0,0,1,a,RU-YEV
45,0,1,0,a,RU-KLU
57,0,0,0,c,RU-ORE
57,0,0,0,c,RU-CHU
24,0,0,1,a,RU-KHA
51,1,0,0,a,RU-TA
41,0,1,0,b,RU-CU
27,0,1,0,a,RU-MOW
56,0,0,0,c,RU-KHA
49,0,0,0,c,RU-SVE
58,0,1,0,a,RU-MO
66,0,0,0,a,RU-BEL
59,0,1,0,a,RU-SAR
42,0,0,0,c,RU-NIZ
27,0,1,0,a,RU-MAG
52,0,0,0,a,RU-KGD
30,0,0,1,b,RU-ZAB
26,0,0,1,c,RU-KR
29,0,0,0,a,RU-DA
26,0,1,0,a,RU-KIR
50,0,0,0,a,RU-KHM
63,0,1,0,a,RU-NEN
31,0,0,1,b,RU-KHM
17,0,0,0,a,RU-KDA
21,0,0,0,b,RU-PSK
25,0,0,0,a,RU-TY
42,0,1,0,a,RU-MOS
44,0,0,0,c,RU-VOR
54,1,0,0,a,RU-NGR
68,0,0,0,a,RU-YEV
34,0,0,0,a,RU-KHA
24,0,0,0,a,RU-CU
54,1,0,0,b,RU-SPE
26,0,0,0,a,RU-SE
38,0,0,0,b,RU-IRK
22,1,0,0,c,RU-KDA
30,0,0,0,c,RU-PSK
29,0,1,1,b,RU-TAM
49,0,1,0,a,RU-AD
23,0,0,1,a,RU-AD
21,0,0,1,c,RU-CU
67,0,1,0,c,RU-AST
20,0,0,0,a,RU-KL
40,0,1,0,a,RU-KGD
49,1,0,1,b,RU-NGR
34,0,0,0,a,RU-KGN
43,0,0,0,c,RU-TUL
67,0,0,1,c,RU-MO
23,0,1,0,b,RU-KIR
24,1,0,0,a,RU-KR
56,0,0,0,b,RU-NGR
40,0,1,0,c,RU-VLG
19,0,0,0,a,RU-RYA
45,0,0,0,b,RU-SMO
57,0,1,0,a,RU-IN
20,0,1,0,a,RU-VLA
45,1,1,0,a,RU-KK
46,0,0,0,c,RU-MOW
31,1,0,0,a,RU-KDA
17,0,0,1,a,RU-DA
19,0,0,0,a,RU-ROS
17,0,1,1,a,RU-IN
22,0,0,0,a,RU-MO
19,0,0,0,a,RU-KDA
20,0,0,0,a,RU-KK
33,0,0,0,c,RU-KOS
50,1,0,0,a,RU-AD
52,0,0,0,a,RU-ARK
27,0,1,0,a,RU-DA
27,0,0,0,a,RU-ARK
40,0,1,0,a,RU-SVE
35,0,0,0,c,RU-KGN
45,1,1,0,b,RU-AST
65,0,0,0,c,RU-SE
39,1,0,0,a,RU-AD
47,0,1,1,c,RU-KHA
19,1,0,0,b,RU-OMS
51,0,1,0,c,RU-TOM
70,1,0,0,a,RU-AD
31,0,0,0,c,RU-KHA
18,1,0,0,a,RU-SAR
39,0,0,0,a,RU-SMO
31,0,0,0,a,RU-KK
40,0,1,0,c,RU-VLG
57,0,0,0,a,RU-SVE
42,0,0,0,a,RU-KO
59,1,0,0,a,RU-LIP
28,1,0,0,c,RU-DA
38,0,1,0,a,RU-AMU
29,0,0,0,a,RU-MOW
52,1,1,0,a,RU-NIZ
17,0,0,0,a,RU-NIZ
19,0,0,0,a,RU-OMS
37,0,0,0,c,RU-KOS
43,0,0,0,b,RU-BA
30,0,0,0,c,RU-AST
22,0,0,0,a,RU-PSK
24,0,0,0,c,RU-ME
28,0,1,0,a,RU-AD
57,0,1,0,b,RU-AL
42,1,0,0,a,RU-NGR
65,0,0,0,a,RU-ROS
45,0,1,0,a,RU-ME
36,1,0,1,a,RU-TYU
53,0,0,0,a,RU-KL
35,0,1,0,a,RU-ME
28,1,1,0,a,RU-AMU
27,0,1,0,c,RU-SPE
22,0,1,0,c,RU-STA
62,0,1,0,c,RU-TOM
42,0,0,0,a,RU-YEV
36,0,0,0,a,RU-LEN
18,0,0,0,b,RU-NEN
52,0,0,0,a,RU-SA
56,1,0,0,a,RU-KDA
32,0,1,0,c,RU-KYA
28,0,0,0,a,RU-UD
60,0,1,0,a,RU-UD
58,0,0,0,a,RU-CU
37,0,0,0,a,RU-ARK
32,0,0,0,a,RU-NGR
22,0,0,0,a,RU-ORE
47,0,0,0,a,RU-KRS
64,0,1,0,a,RU-KR
36,0,0,0,b,RU-CHU
22,0,0,0,a,RU-KAM
24,0,1,0,c,RU-OMS
19,0,1,0,a,RU-ULY
51,0,0,0,a,RU-KHM
58,0,0,0,a,RU-ME
20,0,0,0,a,RU-AST
44,0,0,0,a,RU-IN
21,0,0,0,a,RU-TA
36,0,0,0,b,RU-SAM
23,0,0,1,a,RU-MUR
25,0,0,0,a,RU-TA
28,0,0,0,b,RU-BA
34,0,0,0,a,RU-ULY
20,1,0,0,a,RU-KC
21,1,0,0,a,RU-PNZ
37,0,0,0,b,RU-DA
26,1,1,0,c,RU-KL
39,1,0,0,a,RU-NGR
53,0,0,0,c,RU-CE
24,0,0,0,a,RU-RYA
22,0,0,0,a,RU-KGN
62,0,0,0,a,RU-VGG
49,1,1,0,a,RU-YAR
26,0,0,1,a,RU-KHA
32,1,0,0,a,RU-OMS
25,0,0,0,a,RU-KC
24,0,0,0,b,RU-VGG
21,1,0,0,a,RU-AST
21,0,1,0,a,RU-KGN
45,0,0,0,a,RU-MOW
32,0,0,0,a,RU-ORE
47,0,0,0,a,RU-YAN
44,0,0,0,c,RU-VOR
17,0,0,0,c,RU-KL
46,0,0,0,a,RU-MOW
50,1,1,0,a,RU-ULY
52,0,0,0,b,RU-TYU
27,0,0,1,c,RU-ME
63,0,0,0,a,RU-CE
38,0,0,0,c,RU-KEM
25,1,0,0,a,RU-KOS
63,0,0,0,c,RU-KO
46,0,0,0,a,RU-ME
54,1,0,1,a,RU-SPE
25,0,1,0,c,RU-ME
54,1,0,0,a,RU-LIP
25,0,1,0,a,RU-KGN
45,0,0,0,b,RU-SAM
58,0,0,0,a,RU-UD
48,0,0,0,a,RU-YEV
37,0,1,1,a,RU-KDA
62,0,0,0,b,RU-SA
17,1,0,0,b,RU-KLU
37,1,0,0,b,RU-KGN
63,0,0,0,b,RU-AL
47,1,0,0,a,RU-AST
27,0,0,0,a,RU-KC
61,0,0,0,a,RU-KHM
33,0,0,0,a,RU-LEN
50,0,1,1,a,RU-YAR
25,1,1,0,a,RU-STA
57,0,0,0,a,RU-TUL
33,0,0,0,a,RU-ORE
22,0,0,1,a,RU-KRS
53,1,0,1,a,RU-KR
33,0,0,0,b,RU-PSK
54,0,0,0,a,RU-TY
31,0,0,0,c,RU-KL
39,1,0,0,b,RU-YAR
23,0,0,0,a,RU-ROS
25,0,1,0,b,RU-ROS
46,0,0,0,b,RU-KIR
60,0,0,0,a,RU-KRS
19,0,0,0,a,RU-TAM
18,0,1,0,a,RU-CHE
44,0,0,0,c,RU-BA
18,0,0,0,a,RU-VGG
59,0,0,0,a,RU-LEN
18,0,0,0,a,RU-NVS
53,0,0,0,a,RU-TAM
22,0,0,0,a,RU-KLU
36,0,0,0,a,RU-CHU
23,0,0,0,b,RU-NVS
20,0,1,0,a,RU-IRK
21,1,1,0,b,RU-IN
51,0,1,0,a,RU-KIR
37,1,1,0,c,RU-ORE
36,0,0,0,b,RU-UD
48,0,1,0,a,RU-ME
28,0,0,0,a,RU-MOW
43,0,0,0,c,RU-KIR
35,0,0,0,c,RU-MOS
36,0,0,0,b,RU-SE
25,0,0,0,c,RU-VGG
21,1,0,0,b,RU-KIR
68,0,0,0,a,RU-TVE
41,0,0,1,a,RU-BA
55,1,1,0,a,RU-MOW
67,0,0,0,a,RU-STA
34,0,1,0,b,RU-SVE
47,0,0,1,b,RU-YAN
53,1,1,0,a,RU-STA
53,0,0,1,a,RU-IRK
23,0,1,0,a,RU-KGN
44,0,1,0,a,RU-BEL
53,0,1,0,a,RU-SA
36,0,0,0,a,RU-BU
59,0,1,1,a,RU-SMO
20,0,0,0,a,RU-KB
18,0,0,0,a,RU-CHU
36,0,0,0,a,RU-LIP
42,1,0,0,a,RU-LEN
28,1,0,0,a,RU-RYA
27,0,1,0,a,RU-KDA
58,0,1,0,a,RU-BRY
24,0,1,0,a,RU-TYU
33,0,0,0,a,RU-SAM
28,0,0,0,a,RU-TY
19,0,0,0,a,RU-SE
48,0,0,0,c,RU-KYA
60,0,0,0,b,RU-NGR
34,0,1,0,a,RU-PER
39,0,0,1,b,RU-KIR
38,0,0,0,c,RU-TYU
49,0,0,0,c,RU-BEL
43,0,0,0,a,RU-MUR
34,0,1,0,c,RU-KIR
27,0,0,0,a,RU-KB
20,0,0,0,a,RU-OMS
32,0,0,0,a,RU-VOR
64,1,0,0,b,RU-ARK
45,0,1,0,a,RU-IVA
46,0,1,0,a,RU-LEN
62,0,0,0,c,RU-KB
20,1,1,0,c,RU-BEL
27,0,0,0,a,RU-ROS
19,0,0,0,a,RU-SAR
47,0,0,0,c,RU-TAM
23,0,1,0,a,RU-TVE
21,0,0,0,a,RU-PSK
34,0,0,0,a,RU-STA
29,0,0,1,a,RU-PNZ
24,0,0,0,c,RU-YEV
44,0,0,1,a,RU-BA
30,0,0,0,a,RU-KAM
17,0,0,1,b,RU-KL
37,0,0,0,a,RU-MUR
32,0,0,0,a,RU-ARK
30,0,0,0,b,RU-ARK
21,0,1,0,a,RU-ARK
25,0,0,0,b,RU-KYA
17,0,1,0,a,RU-KK
20,0,0,0,a,RU-NIZ
23,0,1,0,a,RU-AMU
32,0,0,0,a,RU-KB
23,0,0,0,a,RU-ALT
22,0,0,0,a,RU-TOM
30,0,0,0,a,RU-SA
39,0,1,0,a,RU-KIR
28,1,0,0,c,RU-KK
22,0,0,0,b,RU-BEL
49,0,0,0,c,RU-BEL
67,0,0,0,b,RU-KB
38,1,1,0,a,RU-TYU
47,1,0,1,b,RU-YAR
28,0,0,0,a,RU-IRK
31,0,1,0,a,RU-BA
39,1,0,1,a,RU-CU
24,0,0,0,a,RU-AST
31,0,0,0,c,RU-RYA
39,0,0,0,a,RU-BU
20,0,0,0,a,RU-CHU
17,0,0,0,c,RU-ZAB
45,0,1,0,a,RU-KHA
44,0,0,0,a,RU-CHU
27,0,0,0,a,RU-KGN
40,0,0,1,a,RU-ALT
67,1,0,0,a,RU-MUR
65,0,0,0,c,RU-RYA
29,0,1,0,a,RU-KR
41,0,0,0,a,RU-AL
60,0,1,0,a,RU-BRY
41,0,0,0,a,RU-MOW
17,0,1,0,c,RU-CE
35,0,1,0,a,RU-KGD
22,0,1,0,c,RU-BA
32,0,0,0,a,RU-KB
43,0,0,1,b,RU-NEN
60,0,0,0,c,RU-MOS
51,0,0,0,a,RU-TVE
29,0,0,0,b,RU-YAN
26,0,0,0,c,RU-BEL
25,0,0,0,c,RU-CHE
47,0,0,0,c,RU-VLA
25,0,0,0,a,RU-LIP
39,0,0,0,a,RU-TAM
40,1,1,0,c,RU-TAM
18,0,1,0,a,RU-MUR
64,0,0,0,a,RU-AL
24,0,0,0,a,RU-TAM
29,0,1,0,b,RU-TY
35,0,0,1,a,RU-KC
51,0,0,0,a,RU-ORL
23,1,0,0,c,RU-VLA
47,0,1,0,a,RU-ORL
30,0,0,1,c,RU-AL
54,1,1,0,a,RU-ALT
21,0,1,0,a,RU-VLG
39,0,0,0,a,RU-KL
19,1,0,0,c,RU-ZAB
67,0,1,1,c,RU-SE
20,0,0,0,a,RU-TUL
29,0,0,0,b,RU-SAM
23,0,1,0,a,RU-ORL
59,0,1,0,a,RU-OMS
59,0,0,0,a,RU-BA
33,0,0,0,a,RU-KIR
48,1,0,0,c,RU-DA
17,0,0,0,a,RU-KC
25,0,1,0,a,RU-KL
45,0,0,0,a,RU-KOS
34,0,0,0,a,RU-BU
59,0,0,0,a,RU-VOR
61,0,1,1,a,RU-KDA
45,0,0,0,a,RU-SMO
35,1,0,0,a,RU-BEL
25,0,1,0,b,RU-BU
39,0,0,0,a,RU-MOW
29,0,0,0,a,RU-TY
24,0,0,0,b,RU-MAG
37,0,0,0,b,RU-LEN
53,0,0,0,a,RU-PSK
43,1,1,0,b,RU-AST
30,1,1,0,a,RU-UD
36,0,1,0,b,RU-VLA
38,0,0,0,a,RU-STA
50,0,0,0,c,RU-NGR
40,0,0,0,a,RU-KO
19,0,0,0,c,RU-SAK
24,0,0,0,c,RU-NGR
56,0,1,0,a,RU-TY
58,0,0,1,c,RU-VGG
18,0,0,0,a,RU-SAM
29,0,0,0,a,RU-KAM
27,0,0,1,c,RU-TA
30,0,0,0,c,RU-ORE
62,1,0,1,c,RU-KLU
20,0,0,0,b,RU-KHA
29,0,1,0,a,RU-VOR
38,0,1,0,a,RU-CHE
20,0,1,0,a,RU-VLG
34,0,0,0,a,RU-PNZ
57,0,0,1,c,RU-UD
55,0,1,1,b,RU-KB
32,1,0,0,a,RU-AMU
37,0,0,0,a,RU-ARK
34,0,0,0,c,RU-KHM
29,0,1,0,a,RU-NVS
33,1,1,0,c,RU-BA
50,0,0,0,a,RU-ME
63,0,0,0,b,RU-VLG
25,0,1,0,c,RU-CE
55,0,0,0,a,RU-KOS
32,0,1,0,a,RU-TOM
24,0,0,1,a,RU-YEV
31,1,0,0,b,RU-ZAB
36,0,0,0,a,RU-PSK
38,0,0,0,a,RU-DA
21,0,0,0,c,RU-KGN
38,0,0,0,a,RU-ULY
22,0,0,0,b,RU-ULY
19,0,0,0,a,RU-PER
22,1,0,0,a,RU-KGN
18,0,1,0,c,RU-LEN
29,0,0,0,a,RU-SVE
30,0,0,0,c,RU-KIR
48,1,0,0,a,RU-MO
26,1,0,0,b,RU-AD
69,1,0,0,c,RU-IRK
69,0,1,0,a,RU-ME
37,0,0,0,b,RU-ALT
31,0,0,0,a,RU-AL
35,1,1,0,b,RU-MOS
33,0,0,0,c,RU-SAR
52,0,1,0,a,RU-ME
42,1,0,1,a,RU-LEN
48,0,0,1,a,RU-ORE
26,1,1,0,c,RU-IN
33,0,0,0,a,RU-SPE
19,0,0,0,a,RU-KO
59,0,0,0,b,RU-CHE
49,0,1,0,a,RU-YAR
61,0,0,0,c,RU-ORL
19,1,0,1,a,RU-KHM
17,0,0,0,b,RU-KL
27,0,0,1,a,RU-LEN
24,0,0,0,b,RU-SE
42,0,1,0,a,RU-KEM
20,0,0,0,a,RU-MAG
48,0,0,1,a,RU-PRI
33,0,1,0,c,RU-VLA
26,0,0,0,a,RU-AST
26,0,1,0,a,RU-KC
56,1,0,0,a,RU-KR
29,0,0,0,a,RU-OMS
43,0,0,0,a,RU-SAR
24,0,0,0,a,RU-CE
63,0,0,0,a,RU-CU
37,0,1,0,c,RU-YAN
49,1,0,0,c,RU-PSK
18,0,0,0,c,RU-IN
64,1,0,0,a,RU-KAM
67,1,0,0,a,RU-SAK
17,1,0,1,a,RU-MOW
65,0,0,0,c,RU-SVE
21,0,0,1,a,RU-SMO
58,1,1,0,b,RU-NVS
68,0,0,0,c,RU-NGR
32,0,1,0,a,RU-PSK
31,0,1,1,a,RU-YAR
18,0,1,0,a,RU-BRY
45,0,0,0,a,RU-ARK
17,0,0,0,a,RU-KGN
58,1,1,0,a,RU-LEN
22,1,0,0,a,RU-NIZ
17,0,0,0,a,RU-CHU
21,1,0,0,c,RU-KR
48,0,0,0,a,RU-KYA
65,0,1,0,a,RU-BU
45,0,1,0,a,RU-VOR
22,0,1,0,b,RU-TA
21,1,1,0,c,RU-AD
45,0,0,0,c,RU-KR
58,1,0,0,a,RU-BEL
49,0,0,0,c,RU-BRY
26,1,0,0,c,RU-KL
34,0,0,0,a,RU-PSK
55,0,0,0,a,RU-KEM
40,0,0,0,a,RU-ROS
32,0,1,0,c,RU-PRI
30,1,0,0,a,RU-SAR
31,0,0,0,a,RU-ALT
49,1,1,0,a,RU-PER
40,0,0,0,a,RU-NEN
19,1,0,0,a,RU-YAR
26,0,0,1,a,RU-ARK
22,0,0,1,a,RU-PNZ
19,0,0,1,a,RU-NGR
33,0,0,0,c,RU-KO
29,0,1,0,c,RU-SE
34,0,1,0,a,RU-KDA
19,0,0,0,b,RU-NVS
65,0,1,0,a,RU-MOS
42,0,0,0,a,RU-SA
26,0,0,0,b,RU-KHM
52,0,0,0,a,RU-KGD
52,0,0,0,a,RU-NEN
53,0,0,0,a,RU-BRY
35,0,0,0,a,RU-SPE
59,0,1,0,b,RU-ALT
31,0,1,0,a,RU-KDA
57,0,0,0,a,RU-KK
32,1,0,0,a,RU-ALT
51,0,0,0,c,RU-KGD
42,1,1,0,a,RU-RYA
45,0,0,0,a,RU-MOS
24,0,0,0,a,RU-AD
40,0,0,1,c,RU-KB
20,0,0,0,a,RU-TVE
62,0,1,0,b,RU-KR
33,1,0,0,a,RU-CHE
51,0,1,0,b,RU-KLU
32,0,0,1,a,RU-OMS
25,0,1,0,a,RU-AST
38,0,0,0,b,RU-KEM
17,0,1,0,a,RU-KHM
50,1,0,0,b,RU-MOS
41,0,0,0,a,RU-YEV
26,1,0,1,b,RU-KR
28,1,0,0,a,RU-BRY
25,0,0,0,a,RU-ARK
57,0,1,0,b,RU-KGD
22,0,0,0,b,RU-KOS
39,1,1,0,b,RU-NEN
48,0,0,0,a,RU-AMU
19,0,0,0,a,RU-TVE
28,1,0,0,a,RU-NVS
27,0,0,1,a,RU-VLG
55,0,0,0,a,RU-MAG
37,1,0,0,a,RU-KLU
53,0,0,0,a,RU-KC
32,0,0,0,a,RU-KHM
18,1,0,0,c,RU-KHM
29,0,0,0,b,RU-PSK
68,0,0,0,a,RU-YAR
36,0,0,0,b,RU-KLU
19,0,0,1,a,RU-MOS
29,0,1,0,a,RU-AL
35,0,0,0,a,RU-PSK
24,0,1,0,b,RU-KOS
52,0,0,0,a,RU-TA
37,0,0,0,b,RU-ORE
17,0,0,0,b,RU-KAM
24,0,0,0,a,RU-TAM
46,0,1,0,a,RU-NGR
23,0,1,0,b,RU-NGR
22,0,0,1,a,RU-SAR
20,0,1,0,a,RU-CU
19,0,0,0,a,RU-KHM
34,0,1,0,c,RU-TUL
65,0,0,0,a,RU-ME
67,0,0,0,a,RU-LIP
52,0,0,0,c,RU-KGN
32,0,1,0,b,RU-AD
21,1,0,0,b,RU-SAK
26,0,0,0,a,RU-SAR
30,1,0,0,b,RU-KYA
67,0,0,0,a,RU-ZAB
44,1,0,0,b,RU-BA
24,0,0,0,b,RU-BRY
29,0,0,0,b,RU-IRK
45,0,1,0,b,RU-KIR
46,0,0,0,a,RU-LEN
36,0,0,0,a,RU-NGR
30,0,0,0,c,RU-ME
65,1,0,0,c,RU-TA
23,1,1,0,c,RU-KR
57,0,0,1,a,RU-BRY
19,1,0,0,a,RU-TOM
43,0,0,0,a,RU-OMS
68,0,1,0,a,RU-TVE
